crime_id,latitude,longitude,district,area_name,road_name,crime_type,crime_severity,crime_date,crime_time,victim_gender,police_station,risk_score
C09523,28.66,77.267163,North-East Delhi,Seelampur,Gautam Puri Road,Chain Snatching,3,2025-06-09,17:58:44,Male,Jyoti Nagar Police Station,29
C09524,28.670442,77.286371,North-East Delhi,Shahdara,Loni Road,Robbery,4,2025-02-27,09:11:05,Female,Jyoti Nagar Police Station,44
C09525,28.666914,77.26641,North-East Delhi,Seelampur,Gautam Puri Road,Harassment,2,2024-07-21,18:23:55,Female,Jyoti Nagar Police Station,14
C09526,28.681752,77.289364,North-East Delhi,Shahdara,Grand Trunk Road,Chain Snatching,3,2025-01-18,13:29:51,Female,Jyoti Nagar Police Station,44
C09527,28.666331,77.289,North-East Delhi,Shahdara,Chhajjupur Road,Robbery,4,2025-05-02,23:38:05,Male,Jyoti Nagar Police Station,69
C09528,28.672127,77.264337,North-East Delhi,Seelampur,Seelampur Main Road,Snatching,3,2025-07-03,22:56:08,Male,Jyoti Nagar Police Station,54
C09529,28.670757,77.275359,North-East Delhi,Seelampur,Gautam Puri Road,Vehicle Theft,2,2024-07-12,11:09:05,Male,Jyoti Nagar Police Station,14
C09530,28.66,77.270099,North-East Delhi,Seelampur,Pushta Road,Chain Snatching,3,2024-08-23,16:55:30,Female,Jyoti Nagar Police Station,29
C09531,28.674187,77.288734,North-East Delhi,Shahdara,Loni Road,Assault,4,2024-08-13,20:09:09,Male,Jyoti Nagar Police Station,69
C09532,28.669533,77.298421,North-East Delhi,Shahdara,Chhajjupur Road,Snatching,3,2024-11-20,23:11:49,Male,Jyoti Nagar Police Station,69
C09533,28.69677,77.278023,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Robbery,4,2024-07-29,17:59:10,Female,Jyoti Nagar Police Station,41
C09534,28.672567,77.282568,North-East Delhi,Shahdara,Grand Trunk Road,Snatching,3,2025-03-14,02:27:09,Female,Jyoti Nagar Police Station,54
C09535,28.676305,77.287281,North-East Delhi,Shahdara,Grand Trunk Road,Vehicle Theft,2,2025-02-07,21:38:36,Female,Jyoti Nagar Police Station,39
C09536,28.703337,77.282208,North-East Delhi,Yamuna Vihar,Wazirabad Road,Burglary,3,2025-05-17,21:21:56,Male,Jyoti Nagar Police Station,51
C09537,28.687017,77.268023,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Burglary,3,2024-07-30,21:38:18,Female,Jyoti Nagar Police Station,51
C09538,28.710375,77.287715,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Theft,2,2024-10-18,07:44:16,Male,Jyoti Nagar Police Station,21
C09539,28.666841,77.286514,North-East Delhi,Shahdara,Chhajjupur Road,Assault,4,2024-12-11,15:44:58,Female,Jyoti Nagar Police Station,44
C09540,28.665363,77.281732,North-East Delhi,Shahdara,Chhajjupur Road,Chain Snatching,3,2025-06-30,23:09:43,Male,Jyoti Nagar Police Station,54
C09541,28.664952,77.3,North-East Delhi,Shahdara,Chhajjupur Road,Vehicle Theft,2,2024-09-17,19:42:52,Male,Jyoti Nagar Police Station,39
C09542,28.695859,77.266411,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Chain Snatching,3,2024-07-23,23:37:07,Female,Jyoti Nagar Police Station,51
C09543,28.702301,77.272466,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Theft,2,2025-02-11,19:40:56,Female,Jyoti Nagar Police Station,36
C09544,28.66,77.278648,North-East Delhi,Seelampur,Gautam Puri Road,Theft,2,2025-04-02,18:44:15,Male,Jyoti Nagar Police Station,14
C09545,28.661193,77.282002,North-East Delhi,Shahdara,Chhajjupur Road,Harassment,2,2025-04-20,20:46:25,Female,Jyoti Nagar Police Station,54
C09546,28.6744,77.281142,North-East Delhi,Seelampur,Seelampur Main Road,Assault,4,2024-10-19,20:03:41,Male,Jyoti Nagar Police Station,100
C09547,28.676037,77.297471,North-East Delhi,Shahdara,Grand Trunk Road,Robbery,4,2024-12-05,01:40:31,Male,Jyoti Nagar Police Station,84
C09548,28.669295,77.260101,North-East Delhi,Seelampur,Gautam Puri Road,Assault,4,2024-09-07,19:35:34,Female,Jyoti Nagar Police Station,69
C09549,28.67309,77.291004,North-East Delhi,Shahdara,Loni Road,Robbery,4,2024-11-18,21:22:37,Male,Jyoti Nagar Police Station,69
C09550,28.673108,77.3,North-East Delhi,Shahdara,Loni Road,Chain Snatching,3,2024-12-26,00:09:40,Female,Jyoti Nagar Police Station,54
C09551,28.66,77.259134,North-East Delhi,Seelampur,Seelampur Main Road,Vehicle Theft,2,2025-06-28,20:37:11,Male,Jyoti Nagar Police Station,39
C09552,28.664811,77.260977,North-East Delhi,Seelampur,Seelampur Main Road,Theft,2,2025-06-15,21:48:53,Female,Jyoti Nagar Police Station,39
C09553,28.680401,77.277675,North-East Delhi,Shahdara,Loni Road,Snatching,3,2024-11-27,11:41:14,Male,Jyoti Nagar Police Station,44
C09554,28.667277,77.266115,North-East Delhi,Seelampur,Gautam Puri Road,Burglary,3,2024-09-20,07:51:16,Female,Jyoti Nagar Police Station,29
C09555,28.677016,77.287963,North-East Delhi,Shahdara,Chhajjupur Road,Theft,2,2024-09-15,14:22:25,Other,Jyoti Nagar Police Station,14
C09556,28.701136,77.274964,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Assault,4,2025-01-04,14:10:06,Male,Jyoti Nagar Police Station,41
C09557,28.695131,77.276296,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Theft,2,2024-09-03,15:37:55,Male,Jyoti Nagar Police Station,11
C09558,28.700485,77.284989,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Chain Snatching,3,2024-08-14,23:34:56,Male,Jyoti Nagar Police Station,66
C09559,28.666733,77.275634,North-East Delhi,Seelampur,Pushta Road,Robbery,4,2025-04-12,21:19:20,Female,Jyoti Nagar Police Station,69
C09560,28.66,77.262486,North-East Delhi,Seelampur,Pushta Road,Robbery,4,2024-11-29,21:54:48,Female,Jyoti Nagar Police Station,69
C09561,28.668619,77.271823,North-East Delhi,Seelampur,Pushta Road,Snatching,3,2024-12-04,08:34:55,Male,Jyoti Nagar Police Station,29
C09562,28.698021,77.28733,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Chain Snatching,3,2025-04-09,06:03:03,Female,Jyoti Nagar Police Station,26
C09563,28.662085,77.287166,North-East Delhi,Seelampur,Seelampur Main Road,Burglary,3,2025-02-21,19:20:15,Female,Jyoti Nagar Police Station,54
C09564,28.703172,77.262378,North-East Delhi,Yamuna Vihar,Wazirabad Road,Burglary,3,2025-01-26,07:41:44,Male,Jyoti Nagar Police Station,26
C09565,28.667824,77.282721,North-East Delhi,Shahdara,Chhajjupur Road,Vehicle Theft,2,2025-02-24,19:59:06,Female,Jyoti Nagar Police Station,39
C09566,28.670992,77.289609,North-East Delhi,Shahdara,Chhajjupur Road,Snatching,3,2025-02-10,20:07:35,Other,Jyoti Nagar Police Station,54
C09567,28.711994,77.274456,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Vehicle Theft,2,2024-12-18,21:01:55,Male,Jyoti Nagar Police Station,36
C09568,28.678855,77.249899,North-East Delhi,Seelampur,Gautam Puri Road,Assault,4,2024-11-12,09:59:33,Female,Jyoti Nagar Police Station,69
C09569,28.66,77.265558,North-East Delhi,Seelampur,Gautam Puri Road,Burglary,3,2024-12-04,13:34:53,Male,Jyoti Nagar Police Station,29
C09570,28.662281,77.283036,North-East Delhi,Shahdara,Loni Road,Snatching,3,2024-07-28,00:53:43,Male,Jyoti Nagar Police Station,69
C09571,28.716512,77.2638,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Assault,4,2024-12-02,13:56:12,Other,Jyoti Nagar Police Station,41
C09572,28.670971,77.295408,North-East Delhi,Shahdara,Grand Trunk Road,Robbery,4,2025-05-21,09:21:31,Male,Jyoti Nagar Police Station,44
C09573,28.677577,77.3,North-East Delhi,Shahdara,Grand Trunk Road,Vehicle Theft,2,2024-10-28,16:47:14,Female,Jyoti Nagar Police Station,14
C09574,28.697217,77.278118,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Robbery,4,2024-07-14,01:11:15,Male,Jyoti Nagar Police Station,66
C09575,28.711322,77.28014,North-East Delhi,Yamuna Vihar,Wazirabad Road,Robbery,4,2024-09-22,16:12:02,Female,Jyoti Nagar Police Station,56
C09576,28.66529,77.281893,North-East Delhi,Seelampur,Pushta Road,Burglary,3,2024-08-03,14:44:03,Female,Jyoti Nagar Police Station,29
C09577,28.683315,77.277497,North-East Delhi,Shahdara,Grand Trunk Road,Theft,2,2025-01-20,20:04:06,Other,Jyoti Nagar Police Station,59
C09578,28.701424,77.275702,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Harassment,2,2024-10-26,15:34:08,Female,Jyoti Nagar Police Station,11
C09579,28.66896,77.295019,North-East Delhi,Shahdara,Loni Road,Theft,2,2024-12-26,18:15:27,Male,Jyoti Nagar Police Station,14
C09580,28.66,77.263388,North-East Delhi,Seelampur,Seelampur Main Road,Assault,4,2025-04-30,20:33:08,Male,Jyoti Nagar Police Station,69
C09581,28.675144,77.3,North-East Delhi,Shahdara,Grand Trunk Road,Robbery,4,2025-03-11,23:56:14,Female,Jyoti Nagar Police Station,69
C09582,28.66,77.279226,North-East Delhi,Seelampur,Seelampur Main Road,Assault,4,2025-05-30,20:01:55,Female,Jyoti Nagar Police Station,69
C09583,28.66,77.266998,North-East Delhi,Seelampur,Pushta Road,Snatching,3,2024-08-09,21:18:44,Female,Jyoti Nagar Police Station,54
C09584,28.66,77.3,North-East Delhi,Shahdara,Loni Road,Robbery,4,2024-11-28,11:26:31,Male,Jyoti Nagar Police Station,44
C09585,28.695983,77.278286,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Vehicle Theft,2,2025-04-19,15:16:22,Other,Jyoti Nagar Police Station,11
C09586,28.668922,77.269608,North-East Delhi,Seelampur,Gautam Puri Road,Vehicle Theft,2,2024-12-08,11:48:56,Female,Jyoti Nagar Police Station,14
C09587,28.690488,77.272616,North-East Delhi,Shahdara,Grand Trunk Road,Vehicle Theft,2,2025-02-06,18:10:56,Male,Jyoti Nagar Police Station,39
C09588,28.66,77.274271,North-East Delhi,Seelampur,Gautam Puri Road,Vehicle Theft,2,2024-12-23,22:19:42,Male,Jyoti Nagar Police Station,39
C09589,28.701595,77.270222,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Robbery,4,2025-05-26,16:34:09,Female,Jyoti Nagar Police Station,41
C09590,28.667718,77.298959,North-East Delhi,Shahdara,Grand Trunk Road,Robbery,4,2024-07-16,19:32:56,Male,Jyoti Nagar Police Station,69
C09591,28.675076,77.3,North-East Delhi,Shahdara,Chhajjupur Road,Theft,2,2025-02-28,09:55:54,Female,Jyoti Nagar Police Station,14
C09592,28.678302,77.272021,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Theft,2,2024-10-21,03:22:20,Male,Jyoti Nagar Police Station,51
C09593,28.666119,77.2867,North-East Delhi,Shahdara,Grand Trunk Road,Chain Snatching,3,2024-10-30,22:44:18,Male,Jyoti Nagar Police Station,54
C09594,28.664864,77.286469,North-East Delhi,Shahdara,Loni Road,Snatching,3,2025-05-13,19:09:29,Male,Jyoti Nagar Police Station,54
C09595,28.665049,77.266633,North-East Delhi,Seelampur,Pushta Road,Theft,2,2025-05-10,20:25:18,Male,Jyoti Nagar Police Station,54
C09596,28.696142,77.273906,North-East Delhi,Yamuna Vihar,Wazirabad Road,Harassment,2,2025-03-20,16:06:20,Male,Jyoti Nagar Police Station,11
C09597,28.705875,77.271596,North-East Delhi,Yamuna Vihar,Wazirabad Road,Vehicle Theft,2,2025-01-17,06:16:01,Male,Jyoti Nagar Police Station,11
C09598,28.693873,77.264242,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Vehicle Theft,2,2025-01-11,15:27:10,Female,Jyoti Nagar Police Station,11
C09599,28.66852,77.281321,North-East Delhi,Seelampur,Seelampur Main Road,Harassment,2,2025-03-30,14:27:15,Female,Jyoti Nagar Police Station,29
C09600,28.674873,77.252202,North-East Delhi,Seelampur,Pushta Road,Burglary,3,2025-06-22,18:47:35,Female,Jyoti Nagar Police Station,54
C09601,28.692922,77.26943,North-East Delhi,Yamuna Vihar,Wazirabad Road,Harassment,2,2025-06-17,01:16:03,Female,Jyoti Nagar Police Station,51
C09602,28.693456,77.274716,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Assault,4,2025-03-24,09:38:22,Male,Jyoti Nagar Police Station,41
C09603,28.662385,77.256969,North-East Delhi,Seelampur,Seelampur Main Road,Theft,2,2025-01-26,22:26:29,Female,Jyoti Nagar Police Station,39
C09604,28.66,77.255764,North-East Delhi,Seelampur,Seelampur Main Road,Theft,2,2025-05-21,10:41:45,Other,Jyoti Nagar Police Station,14
C09605,28.687643,77.296713,North-East Delhi,Shahdara,Chhajjupur Road,Vehicle Theft,2,2024-11-20,00:10:08,Female,Jyoti Nagar Police Station,39
C09606,28.667147,77.268623,North-East Delhi,Seelampur,Seelampur Main Road,Theft,2,2025-06-26,10:03:41,Female,Jyoti Nagar Police Station,14
C09607,28.66,77.269911,North-East Delhi,Seelampur,Pushta Road,Harassment,2,2025-06-03,23:22:16,Female,Jyoti Nagar Police Station,39
C09608,28.66,77.274896,North-East Delhi,Seelampur,Pushta Road,Robbery,4,2024-07-27,20:55:22,Male,Jyoti Nagar Police Station,69
C09609,28.689397,77.267741,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Chain Snatching,3,2025-03-12,07:00:53,Female,Jyoti Nagar Police Station,26
C09610,28.66,77.260404,North-East Delhi,Seelampur,Seelampur Main Road,Harassment,2,2025-01-24,13:33:13,Male,Jyoti Nagar Police Station,14
C09611,28.695039,77.27264,North-East Delhi,Yamuna Vihar,Wazirabad Road,Vehicle Theft,2,2025-01-03,23:39:20,Other,Jyoti Nagar Police Station,36
C09612,28.708766,77.276924,North-East Delhi,Yamuna Vihar,Wazirabad Road,Vehicle Theft,2,2025-03-12,22:03:56,Male,Jyoti Nagar Police Station,36
C09613,28.675162,77.299524,North-East Delhi,Shahdara,Chhajjupur Road,Chain Snatching,3,2024-07-10,04:15:13,Female,Jyoti Nagar Police Station,54
C09614,28.670035,77.287826,North-East Delhi,Shahdara,Loni Road,Vehicle Theft,2,2025-03-07,16:57:40,Female,Jyoti Nagar Police Station,14
C09615,28.692686,77.282411,North-East Delhi,Yamuna Vihar,Wazirabad Road,Chain Snatching,3,2025-04-24,23:13:08,Female,Jyoti Nagar Police Station,51
C09616,28.704958,77.271447,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Assault,4,2025-03-04,15:03:49,Female,Jyoti Nagar Police Station,41
C09617,28.66,77.261156,North-East Delhi,Seelampur,Gautam Puri Road,Snatching,3,2025-05-03,21:02:17,Female,Jyoti Nagar Police Station,54
C09618,28.667644,77.26404,North-East Delhi,Seelampur,Gautam Puri Road,Theft,2,2025-07-04,18:39:30,Female,Jyoti Nagar Police Station,14
C09619,28.689089,77.277392,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Harassment,2,2025-04-13,02:46:14,Female,Jyoti Nagar Police Station,51
C09620,28.668121,77.290083,North-East Delhi,Shahdara,Chhajjupur Road,Theft,2,2025-05-26,23:00:47,Female,Jyoti Nagar Police Station,39
C09621,28.665032,77.267018,North-East Delhi,Seelampur,Pushta Road,Burglary,3,2024-07-15,20:59:59,Male,Jyoti Nagar Police Station,54
C09622,28.665601,77.262984,North-East Delhi,Seelampur,Pushta Road,Vehicle Theft,2,2025-04-23,20:02:20,Male,Jyoti Nagar Police Station,39
C09623,28.675804,77.277273,North-East Delhi,Shahdara,Grand Trunk Road,Robbery,4,2024-12-04,21:04:19,Male,Jyoti Nagar Police Station,89
C09624,28.664077,77.261228,North-East Delhi,Seelampur,Gautam Puri Road,Burglary,3,2024-09-29,15:14:21,Female,Jyoti Nagar Police Station,29
C09625,28.677951,77.287386,North-East Delhi,Shahdara,Grand Trunk Road,Robbery,4,2025-01-22,20:50:06,Male,Jyoti Nagar Police Station,69
C09626,28.688338,77.3,North-East Delhi,Shahdara,Loni Road,Theft,2,2024-07-29,18:18:30,Female,Jyoti Nagar Police Station,29
C09627,28.703192,77.273556,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Snatching,3,2025-06-16,20:18:20,Female,Jyoti Nagar Police Station,51
C09628,28.673611,77.253251,North-East Delhi,Seelampur,Gautam Puri Road,Assault,4,2024-11-03,20:06:05,Male,Jyoti Nagar Police Station,100
C09629,28.67765,77.28767,North-East Delhi,Shahdara,Loni Road,Theft,2,2025-06-18,15:19:26,Male,Jyoti Nagar Police Station,14
C09630,28.663388,77.265197,North-East Delhi,Seelampur,Seelampur Main Road,Snatching,3,2024-12-07,20:01:29,Female,Jyoti Nagar Police Station,54
C09631,28.66,77.278456,North-East Delhi,Shahdara,Grand Trunk Road,Robbery,4,2025-06-10,17:00:39,Male,Jyoti Nagar Police Station,44
C09632,28.667974,77.262077,North-East Delhi,Seelampur,Gautam Puri Road,Assault,4,2024-12-02,23:46:24,Male,Jyoti Nagar Police Station,69
C09633,28.711598,77.265488,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Harassment,2,2025-02-04,14:15:27,Female,Jyoti Nagar Police Station,26
C09634,28.701361,77.264626,North-East Delhi,Yamuna Vihar,Wazirabad Road,Chain Snatching,3,2025-01-02,11:43:50,Female,Jyoti Nagar Police Station,26
C09635,28.66,77.273891,North-East Delhi,Seelampur,Gautam Puri Road,Harassment,2,2025-03-05,19:35:55,Female,Jyoti Nagar Police Station,39
C09636,28.660806,77.26327,North-East Delhi,Seelampur,Seelampur Main Road,Robbery,4,2024-07-26,10:04:00,Female,Jyoti Nagar Police Station,44
C09637,28.670044,77.29238,North-East Delhi,Shahdara,Chhajjupur Road,Snatching,3,2025-01-08,08:26:05,Male,Jyoti Nagar Police Station,29
C09638,28.667186,77.275142,North-East Delhi,Seelampur,Gautam Puri Road,Theft,2,2024-11-26,11:22:14,Male,Jyoti Nagar Police Station,14
C09639,28.666217,77.288093,North-East Delhi,Shahdara,Chhajjupur Road,Burglary,3,2025-06-25,22:41:29,Female,Jyoti Nagar Police Station,54
C09640,28.666142,77.275047,North-East Delhi,Seelampur,Gautam Puri Road,Assault,4,2024-10-27,15:39:20,Female,Jyoti Nagar Police Station,44
C09641,28.669418,77.260929,North-East Delhi,Seelampur,Gautam Puri Road,Chain Snatching,3,2024-09-25,21:54:28,Female,Jyoti Nagar Police Station,54
C09642,28.672969,77.3,North-East Delhi,Shahdara,Grand Trunk Road,Vehicle Theft,2,2024-09-07,10:32:21,Female,Jyoti Nagar Police Station,14
C09643,28.661693,77.270258,North-East Delhi,Seelampur,Pushta Road,Burglary,3,2025-07-02,13:33:11,Male,Jyoti Nagar Police Station,29
C09644,28.67072,77.280519,North-East Delhi,Seelampur,Seelampur Main Road,Assault,4,2025-05-29,16:02:21,Male,Jyoti Nagar Police Station,44
C09645,28.677855,77.290794,North-East Delhi,Shahdara,Grand Trunk Road,Robbery,4,2024-09-07,19:13:35,Male,Jyoti Nagar Police Station,69
C09646,28.67215,77.287532,North-East Delhi,Shahdara,Grand Trunk Road,Chain Snatching,3,2025-02-20,00:40:48,Female,Jyoti Nagar Police Station,54
C09647,28.675712,77.3,North-East Delhi,Shahdara,Chhajjupur Road,Robbery,4,2025-04-09,16:54:59,Female,Jyoti Nagar Police Station,44
C09648,28.677086,77.285831,North-East Delhi,Shahdara,Grand Trunk Road,Harassment,2,2024-11-02,15:34:19,Other,Jyoti Nagar Police Station,14
C09649,28.705714,77.275747,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Snatching,3,2024-11-23,21:39:04,Female,Jyoti Nagar Police Station,51
C09650,28.661128,77.27654,North-East Delhi,Seelampur,Gautam Puri Road,Assault,4,2025-06-14,16:11:52,Male,Jyoti Nagar Police Station,44
C09651,28.66,77.268478,North-East Delhi,Seelampur,Gautam Puri Road,Burglary,3,2024-12-27,23:17:43,Female,Jyoti Nagar Police Station,54
C09652,28.66,77.264201,North-East Delhi,Seelampur,Pushta Road,Assault,4,2024-10-30,13:00:36,Other,Jyoti Nagar Police Station,44
C09653,28.66,77.265487,North-East Delhi,Seelampur,Seelampur Main Road,Assault,4,2025-01-20,20:42:53,Female,Jyoti Nagar Police Station,69
C09654,28.679974,77.28349,North-East Delhi,Shahdara,Loni Road,Robbery,4,2024-12-26,02:16:55,Female,Jyoti Nagar Police Station,69
C09655,28.66,77.26587,North-East Delhi,Seelampur,Gautam Puri Road,Burglary,3,2024-08-13,20:52:16,Other,Jyoti Nagar Police Station,54
C09656,28.698579,77.277207,North-East Delhi,Yamuna Vihar,Wazirabad Road,Theft,2,2025-01-16,04:04:43,Female,Jyoti Nagar Police Station,36
C09657,28.66,77.285167,North-East Delhi,Seelampur,Pushta Road,Harassment,2,2024-09-06,20:34:17,Female,Jyoti Nagar Police Station,39
C09658,28.665558,77.248406,North-East Delhi,Seelampur,Gautam Puri Road,Harassment,2,2024-09-21,01:30:33,Female,Jyoti Nagar Police Station,74
C09659,28.674396,77.259,North-East Delhi,Seelampur,Seelampur Main Road,Theft,2,2024-10-09,11:44:45,Male,Jyoti Nagar Police Station,29
C09660,28.701255,77.26208,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Snatching,3,2024-10-08,21:32:50,Female,Jyoti Nagar Police Station,51
C09661,28.665162,77.269576,North-East Delhi,Seelampur,Gautam Puri Road,Harassment,2,2025-04-20,20:47:06,Female,Jyoti Nagar Police Station,39
C09662,28.707625,77.256476,North-East Delhi,Yamuna Vihar,Wazirabad Road,Burglary,3,2025-05-31,12:50:52,Male,Jyoti Nagar Police Station,41
C09663,28.705838,77.285006,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Theft,2,2024-07-25,18:01:39,Male,Jyoti Nagar Police Station,11
C09664,28.662321,77.284562,North-East Delhi,Shahdara,Loni Road,Chain Snatching,3,2025-01-26,12:36:06,Female,Jyoti Nagar Police Station,29
C09665,28.665009,77.254964,North-East Delhi,Seelampur,Gautam Puri Road,Harassment,2,2025-02-13,12:29:45,Female,Jyoti Nagar Police Station,39
C09666,28.666953,77.263825,North-East Delhi,Seelampur,Gautam Puri Road,Assault,4,2024-10-21,15:04:41,Female,Jyoti Nagar Police Station,44
C09667,28.664802,77.260888,North-East Delhi,Seelampur,Pushta Road,Assault,4,2025-04-08,21:43:27,Male,Jyoti Nagar Police Station,69
C09668,28.665202,77.285526,North-East Delhi,Shahdara,Grand Trunk Road,Chain Snatching,3,2025-03-13,19:06:07,Female,Jyoti Nagar Police Station,54
C09669,28.674445,77.295389,North-East Delhi,Shahdara,Loni Road,Snatching,3,2025-01-17,21:49:10,Male,Jyoti Nagar Police Station,54
C09670,28.66,77.257078,North-East Delhi,Seelampur,Pushta Road,Theft,2,2024-11-22,16:05:45,Male,Jyoti Nagar Police Station,14
C09671,28.692982,77.281913,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Snatching,3,2024-09-13,22:22:06,Male,Jyoti Nagar Police Station,71
C09672,28.691952,77.261167,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Harassment,2,2024-11-30,01:23:00,Female,Jyoti Nagar Police Station,51
C09673,28.682107,77.289417,North-East Delhi,Shahdara,Grand Trunk Road,Burglary,3,2025-04-02,13:31:39,Female,Jyoti Nagar Police Station,29
C09674,28.703021,77.274062,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Snatching,3,2024-09-13,18:50:48,Male,Jyoti Nagar Police Station,26
C09675,28.683955,77.266257,North-East Delhi,Seelampur,Pushta Road,Assault,4,2025-03-10,21:27:11,Male,Jyoti Nagar Police Station,84
C09676,28.667018,77.289318,North-East Delhi,Shahdara,Chhajjupur Road,Chain Snatching,3,2024-12-21,20:44:02,Female,Jyoti Nagar Police Station,54
C09677,28.701057,77.274165,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Assault,4,2024-08-01,17:34:35,Male,Jyoti Nagar Police Station,41
C09678,28.703552,77.270435,North-East Delhi,Yamuna Vihar,Wazirabad Road,Harassment,2,2025-02-24,16:25:59,Female,Jyoti Nagar Police Station,11
C09679,28.672983,77.285057,North-East Delhi,Shahdara,Loni Road,Harassment,2,2025-04-21,23:54:51,Female,Jyoti Nagar Police Station,39
C09680,28.702608,77.260799,North-East Delhi,Yamuna Vihar,Wazirabad Road,Chain Snatching,3,2025-06-01,17:25:50,Female,Jyoti Nagar Police Station,26
C09681,28.680525,77.288925,North-East Delhi,Shahdara,Loni Road,Assault,4,2025-03-06,02:27:57,Male,Jyoti Nagar Police Station,69
C09682,28.66,77.267387,North-East Delhi,Seelampur,Pushta Road,Chain Snatching,3,2024-12-23,10:47:54,Female,Jyoti Nagar Police Station,29
C09683,28.66,77.28742,North-East Delhi,Shahdara,Loni Road,Harassment,2,2025-06-10,17:27:05,Female,Jyoti Nagar Police Station,14
C09684,28.693135,77.3,North-East Delhi,Shahdara,Grand Trunk Road,Robbery,4,2024-09-08,20:48:59,Female,Jyoti Nagar Police Station,100
C09685,28.687103,77.292888,North-East Delhi,Shahdara,Loni Road,Chain Snatching,3,2025-03-05,02:09:55,Female,Jyoti Nagar Police Station,54
C09686,28.69044,77.266093,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Snatching,3,2025-01-04,21:40:50,Male,Jyoti Nagar Police Station,51
C09687,28.698427,77.281997,North-East Delhi,Yamuna Vihar,Wazirabad Road,Snatching,3,2024-08-31,04:46:05,Male,Jyoti Nagar Police Station,51
C09688,28.661932,77.264765,North-East Delhi,Seelampur,Seelampur Main Road,Burglary,3,2024-12-03,11:32:12,Female,Jyoti Nagar Police Station,29
C09689,28.672673,77.28459,North-East Delhi,Shahdara,Chhajjupur Road,Assault,4,2024-12-22,15:44:49,Male,Jyoti Nagar Police Station,44
C09690,28.66,77.273643,North-East Delhi,Seelampur,Seelampur Main Road,Harassment,2,2024-11-25,16:27:44,Female,Jyoti Nagar Police Station,14
C09691,28.701326,77.266081,North-East Delhi,Yamuna Vihar,Wazirabad Road,Vehicle Theft,2,2025-05-06,12:37:11,Male,Jyoti Nagar Police Station,11
C09692,28.665879,77.273358,North-East Delhi,Seelampur,Seelampur Main Road,Robbery,4,2024-12-25,19:44:49,Male,Jyoti Nagar Police Station,69
C09693,28.695571,77.257561,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Snatching,3,2024-07-20,08:20:34,Female,Jyoti Nagar Police Station,26
C09694,28.670887,77.3,North-East Delhi,Shahdara,Chhajjupur Road,Vehicle Theft,2,2025-02-05,15:24:52,Female,Jyoti Nagar Police Station,14
C09695,28.661301,77.256085,North-East Delhi,Seelampur,Seelampur Main Road,Robbery,4,2025-03-02,06:18:50,Male,Jyoti Nagar Police Station,59
C09696,28.697129,77.280759,North-East Delhi,Yamuna Vihar,Wazirabad Road,Assault,4,2024-10-07,03:47:04,Female,Jyoti Nagar Police Station,81
C09697,28.669732,77.291628,North-East Delhi,Shahdara,Loni Road,Vehicle Theft,2,2024-10-16,02:32:04,Female,Jyoti Nagar Police Station,39
C09698,28.665058,77.258135,North-East Delhi,Seelampur,Gautam Puri Road,Assault,4,2025-01-07,09:59:40,Female,Jyoti Nagar Police Station,44
C09699,28.708794,77.271383,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Theft,2,2024-12-13,15:43:29,Male,Jyoti Nagar Police Station,11
C09700,28.677094,77.27226,North-East Delhi,Seelampur,Seelampur Main Road,Theft,2,2025-01-20,10:20:41,Female,Jyoti Nagar Police Station,14
