cctv_id,latitude,longitude,district,area_name,road_name,camera_status,coverage_radius,installation_date,owner
V02893,28.553252,77.202906,South Delhi,Hauz Khas,August Kranti Marg,Active,50,2023-02-18,Government
V02894,28.551429,77.238462,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,50,2022-12-31,Private
V02895,28.846203,77.097412,Outer Delhi,Narela,Narela Road,Active,100,2024-08-13,Government
V02896,28.670094,77.277557,North-East Delhi,Shahdara,Loni Road,Active,30,2021-02-16,Private
V02897,28.6684,77.260641,North-East Delhi,Seelampur,Seelampur Main Road,Active,75,2024-11-07,Government
V02898,28.845358,77.092509,Outer Delhi,Narela,Bawana Road,Active,100,2024-06-24,Government
V02899,28.714183,77.265052,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,15,2022-10-28,Government
V02900,28.69631,77.27129,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,50,2022-10-13,Government
V02901,28.709327,77.2665,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,50,2023-09-12,Government
V02902,28.541374,77.216451,South Delhi,Hauz Khas,Sri Aurobindo Marg,Active,100,2023-01-26,Government
V02903,28.524712,77.215677,South Delhi,Saket,Mandir Marg,Active,30,2024-11-18,Private
V02904,28.666699,77.269224,North-East Delhi,Seelampur,Gautam Puri Road,Active,30,2023-05-15,Private
V02905,28.564046,77.252069,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,50,2021-02-14,Private
V02906,28.676445,77.28459,North-East Delhi,Shahdara,Loni Road,Active,100,2021-11-10,Private
V02907,28.705938,77.280353,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,100,2025-02-07,Private
V02908,28.532874,77.220245,South Delhi,Saket,Press Enclave Marg,Active,30,2023-01-12,Private
V02909,28.714981,77.119359,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,30,2023-10-21,Private
V02910,28.715912,77.270951,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,100,2022-06-27,Government
V02911,28.572899,77.237269,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,30,2024-02-02,Private
V02912,28.66,77.298293,North-East Delhi,Shahdara,Chhajjupur Road,Active,50,2021-08-06,Private
V02913,28.543981,77.198899,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,30,2021-11-05,Private
V02914,28.525907,77.210021,South Delhi,Saket,Press Enclave Marg,Active,75,2023-09-18,Private
V02915,28.532983,77.217905,South Delhi,Saket,Mandir Marg,Active,15,2021-04-11,Government
V02916,28.675801,77.273646,North-East Delhi,Shahdara,Chhajjupur Road,Active,100,2023-08-17,Private
V02917,28.558595,77.217496,South Delhi,Hauz Khas,August Kranti Marg,Active,100,2024-10-25,Government
V02918,28.670433,77.260708,North-East Delhi,Seelampur,Gautam Puri Road,Active,30,2023-06-18,Private
V02919,28.802838,77.041644,Outer Delhi,Bawana,Bawana Road,Inactive,75,2021-03-12,Government
V02920,28.57363,77.23944,South Delhi,Lajpat Nagar,Ring Road,Inactive,75,2022-10-15,Government
V02921,28.679689,77.284492,North-East Delhi,Shahdara,Grand Trunk Road,Active,30,2022-08-03,Government
V02922,28.720728,77.119482,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,100,2021-10-19,Government
V02923,28.562052,77.245194,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,30,2021-12-15,Government
V02924,28.665081,77.279638,North-East Delhi,Shahdara,Loni Road,Active,30,2023-09-25,Private
V02925,28.554558,77.215699,South Delhi,Hauz Khas,August Kranti Marg,Active,75,2024-01-11,Private
V02926,28.801715,77.049376,Outer Delhi,Bawana,Auchandi Road,Active,100,2024-01-10,Government
V02927,28.839097,77.095494,Outer Delhi,Narela,Lampur Road,Active,15,2022-06-26,Private
V02928,28.796913,77.031745,Outer Delhi,Bawana,Bawana Road,Active,100,2023-12-31,Private
V02929,28.531576,77.202043,South Delhi,Saket,Press Enclave Marg,Active,30,2024-11-11,Private
V02930,28.800023,77.02818,Outer Delhi,Bawana,Bawana Road,Active,100,2022-04-02,Government
V02931,28.57968,77.247422,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,75,2022-07-03,Private
V02932,28.522115,77.195288,South Delhi,Saket,Press Enclave Marg,Active,100,2023-02-12,Private
V02933,28.672723,77.295515,North-East Delhi,Shahdara,Loni Road,Active,75,2021-11-27,Private
V02934,28.728833,77.107132,Outer Delhi,Rohini,Outer Ring Road,Active,15,2021-01-21,Government
V02935,28.5378,77.21763,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Inactive,30,2024-12-23,Private
V02936,28.664991,77.28254,North-East Delhi,Shahdara,Chhajjupur Road,Active,50,2024-05-29,Private
V02937,28.51624,77.199603,South Delhi,Saket,Mandir Marg,Active,75,2022-07-16,Private
V02938,28.558927,77.235101,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,30,2023-08-06,Private
V02939,28.66,77.25899,North-East Delhi,Seelampur,Pushta Road,Active,15,2023-05-26,Government
V02940,28.85,77.098814,Outer Delhi,Narela,Lampur Road,Active,100,2021-07-25,Government
V02941,28.829896,77.088919,Outer Delhi,Narela,Lampur Road,Active,75,2024-08-27,Government
V02942,28.841946,77.09503,Outer Delhi,Narela,Lampur Road,Inactive,30,2022-10-12,Government
V02943,28.732124,77.10731,Outer Delhi,Rohini,Outer Ring Road,Active,75,2023-10-07,Government
V02944,28.688992,77.269682,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,100,2023-01-05,Private
V02945,28.546997,77.247904,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,15,2022-02-26,Government
V02946,28.832594,77.086966,Outer Delhi,Narela,Narela Road,Active,75,2021-05-26,Government
V02947,28.534199,77.19608,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,50,2022-04-30,Private
V02948,28.538535,77.213736,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,100,2022-06-26,Government
V02949,28.676408,77.295991,North-East Delhi,Shahdara,Loni Road,Active,30,2021-11-20,Private
V02950,28.530207,77.210831,South Delhi,Saket,Saket District Centre Road,Active,15,2022-10-21,Government
V02951,28.812565,77.024311,Outer Delhi,Bawana,Kanjhawala Road,Active,75,2023-03-18,Private
V02952,28.819928,77.030551,Outer Delhi,Bawana,Auchandi Road,Active,15,2024-09-03,Government
V02953,28.523471,77.204719,South Delhi,Saket,Press Enclave Marg,Active,75,2024-08-23,Private
V02954,28.806577,77.028843,Outer Delhi,Bawana,Kanjhawala Road,Active,100,2022-10-30,Government
V02955,28.813861,77.03225,Outer Delhi,Bawana,Auchandi Road,Active,15,2022-10-23,Government
V02956,28.706835,77.267076,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,100,2024-10-01,Private
V02957,28.840247,77.098036,Outer Delhi,Narela,Narela Road,Active,100,2024-10-26,Government
V02958,28.553013,77.203111,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,50,2024-09-27,Government
V02959,28.514595,77.202858,South Delhi,Saket,Mandir Marg,Active,100,2023-03-31,Government
V02960,28.66,77.26696,North-East Delhi,Seelampur,Pushta Road,Active,30,2022-03-22,Government
V02961,28.736418,77.117251,Outer Delhi,Rohini,Outer Ring Road,Active,15,2022-08-11,Government
V02962,28.67073,77.255208,North-East Delhi,Seelampur,Gautam Puri Road,Active,50,2022-04-28,Government
V02963,28.735716,77.10257,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,30,2022-01-18,Government
V02964,28.572404,77.225831,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Inactive,50,2021-04-16,Private
V02965,28.790642,77.022976,Outer Delhi,Bawana,Bawana Road,Active,30,2024-04-27,Government
V02966,28.719728,77.110953,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,50,2021-06-27,Government
V02967,28.829868,77.091154,Outer Delhi,Narela,Bawana Road,Active,75,2021-11-11,Government
V02968,28.577434,77.234046,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,30,2022-04-08,Government
V02969,28.661436,77.272834,North-East Delhi,Seelampur,Pushta Road,Active,75,2024-04-01,Private
V02970,28.531574,77.217619,South Delhi,Saket,Press Enclave Marg,Active,50,2023-09-06,Private
V02971,28.790979,77.027723,Outer Delhi,Bawana,Auchandi Road,Active,100,2021-07-16,Private
V02972,28.70179,77.268796,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,100,2023-03-27,Private
V02973,28.716498,77.101792,Outer Delhi,Rohini,Outer Ring Road,Active,75,2022-10-24,Government
V02974,28.509882,77.192284,South Delhi,Saket,Mandir Marg,Active,100,2022-09-15,Government
V02975,28.701778,77.259857,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,75,2022-10-15,Government
V02976,28.564568,77.237887,South Delhi,Lajpat Nagar,Ring Road,Active,100,2022-10-14,Private
V02977,28.536461,77.210986,South Delhi,Saket,Press Enclave Marg,Active,50,2021-06-06,Government
V02978,28.730616,77.119023,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,75,2023-09-13,Government
V02979,28.664855,77.252378,North-East Delhi,Seelampur,Gautam Puri Road,Active,75,2022-08-03,Government
V02980,28.678791,77.278668,North-East Delhi,Shahdara,Grand Trunk Road,Active,100,2022-10-11,Government
V02981,28.66,77.253142,North-East Delhi,Seelampur,Pushta Road,Active,15,2022-02-04,Government
V02982,28.555567,77.216762,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,30,2022-10-18,Private
V02983,28.807828,77.031193,Outer Delhi,Bawana,Bawana Road,Active,30,2022-08-07,Private
V02984,28.524488,77.215357,South Delhi,Saket,Saket District Centre Road,Active,75,2021-05-12,Private
V02985,28.66,77.266217,North-East Delhi,Seelampur,Seelampur Main Road,Active,50,2022-01-05,Private
V02986,28.557061,77.247697,South Delhi,Lajpat Nagar,Ring Road,Active,50,2024-03-09,Government
V02987,28.675638,77.3,North-East Delhi,Shahdara,Grand Trunk Road,Active,50,2025-01-21,Government
V02988,28.708842,77.269643,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,15,2021-10-30,Private
V02989,28.540288,77.218845,South Delhi,Hauz Khas,Sri Aurobindo Marg,Active,15,2023-01-14,Private
V02990,28.553384,77.19496,South Delhi,Hauz Khas,August Kranti Marg,Active,15,2022-09-21,Government
V02991,28.800405,77.028301,Outer Delhi,Bawana,Bawana Road,Active,30,2021-10-17,Private
V02992,28.701326,77.272812,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,30,2024-04-25,Government
V02993,28.849605,77.090102,Outer Delhi,Narela,Bawana Road,Active,100,2024-01-31,Private
V02994,28.534797,77.200102,South Delhi,Saket,Saket District Centre Road,Active,15,2021-08-12,Government
V02995,28.704597,77.267846,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Inactive,15,2022-04-11,Private
V02996,28.833696,77.084628,Outer Delhi,Narela,Narela Road,Active,15,2023-11-22,Private
V02997,28.516592,77.208426,South Delhi,Saket,Mandir Marg,Active,15,2021-04-29,Government
V02998,28.547384,77.203977,South Delhi,Hauz Khas,Sri Aurobindo Marg,Inactive,75,2022-12-13,Private
V02999,28.528694,77.206825,South Delhi,Saket,Mandir Marg,Active,30,2023-11-25,Government
V03000,28.541744,77.215242,South Delhi,Hauz Khas,August Kranti Marg,Active,15,2022-12-31,Government
V03001,28.729995,77.114316,Outer Delhi,Rohini,Outer Ring Road,Active,100,2021-11-25,Private
V03002,28.66,77.254718,North-East Delhi,Seelampur,Seelampur Main Road,Active,100,2023-01-10,Government
V03003,28.523651,77.20863,South Delhi,Saket,Press Enclave Marg,Active,15,2021-05-04,Government
V03004,28.794656,77.040712,Outer Delhi,Bawana,Bawana Road,Active,30,2024-06-22,Private
V03005,28.555364,77.209917,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,15,2022-12-10,Private
V03006,28.565412,77.240793,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,50,2021-08-24,Private
V03007,28.689375,77.265805,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,30,2023-07-26,Private
V03008,28.787516,77.023948,Outer Delhi,Bawana,Kanjhawala Road,Active,50,2022-04-05,Private
V03009,28.728201,77.113361,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Inactive,15,2022-07-18,Private
V03010,28.561133,77.237516,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,75,2022-04-22,Government
V03011,28.660626,77.26784,North-East Delhi,Seelampur,Gautam Puri Road,Active,100,2021-05-14,Private
V03012,28.786999,77.037217,Outer Delhi,Bawana,Kanjhawala Road,Active,15,2023-02-26,Private
V03013,28.671881,77.252262,North-East Delhi,Seelampur,Seelampur Main Road,Inactive,50,2024-08-05,Private
V03014,28.822219,77.088872,Outer Delhi,Narela,Lampur Road,Active,75,2023-02-14,Private
V03015,28.661961,77.27529,North-East Delhi,Seelampur,Seelampur Main Road,Active,50,2021-11-27,Government
V03016,28.704193,77.26358,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,50,2023-05-12,Government
V03017,28.545302,77.212418,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,30,2021-03-22,Government
V03018,28.67589,77.29165,North-East Delhi,Shahdara,Chhajjupur Road,Active,30,2023-01-25,Government
V03019,28.53298,77.208143,South Delhi,Saket,Press Enclave Marg,Active,15,2022-09-19,Government
V03020,28.515176,77.208322,South Delhi,Saket,Press Enclave Marg,Inactive,100,2024-09-12,Government
V03021,28.586678,77.241414,South Delhi,Lajpat Nagar,Ring Road,Active,15,2024-09-13,Private
V03022,28.671782,77.28185,North-East Delhi,Shahdara,Chhajjupur Road,Active,15,2023-11-27,Private
V03023,28.661665,77.271642,North-East Delhi,Seelampur,Pushta Road,Active,100,2021-11-06,Government
V03024,28.732253,77.113907,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,75,2021-11-19,Private
V03025,28.525104,77.19136,South Delhi,Saket,Mandir Marg,Active,15,2023-09-18,Government
V03026,28.571817,77.246326,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,50,2024-03-21,Private
V03027,28.693357,77.277456,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,50,2024-03-19,Private
V03028,28.56998,77.240066,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,50,2024-10-12,Government
V03029,28.682393,77.274428,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,15,2021-12-02,Government
V03030,28.681833,77.275442,North-East Delhi,Seelampur,Gautam Puri Road,Active,50,2023-06-29,Government
V03031,28.692451,77.256597,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,100,2024-09-25,Government
V03032,28.792983,77.036745,Outer Delhi,Bawana,Auchandi Road,Active,15,2024-10-07,Government
V03033,28.668032,77.265874,North-East Delhi,Seelampur,Pushta Road,Active,30,2025-01-20,Government
V03034,28.698258,77.28975,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,75,2023-07-10,Government
V03035,28.70118,77.272183,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,15,2022-08-30,Private
V03036,28.524953,77.203328,South Delhi,Saket,Press Enclave Marg,Active,100,2024-10-12,Government
V03037,28.684213,77.262041,North-East Delhi,Seelampur,Seelampur Main Road,Active,75,2025-02-05,Private
V03038,28.845087,77.094166,Outer Delhi,Narela,Lampur Road,Active,30,2022-04-11,Private
V03039,28.790513,77.024934,Outer Delhi,Bawana,Kanjhawala Road,Active,75,2024-03-16,Government
V03040,28.543154,77.211751,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,30,2021-06-03,Government
V03041,28.540891,77.209402,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,100,2024-12-10,Government
V03042,28.672222,77.298562,North-East Delhi,Shahdara,Grand Trunk Road,Active,50,2023-04-26,Government
V03043,28.806491,77.034013,Outer Delhi,Bawana,Auchandi Road,Active,50,2024-06-13,Private
V03044,28.665214,77.274825,North-East Delhi,Seelampur,Gautam Puri Road,Active,100,2024-05-21,Government
V03045,28.667534,77.285765,North-East Delhi,Shahdara,Grand Trunk Road,Active,15,2023-06-01,Government
V03046,28.733483,77.12179,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,100,2024-03-25,Government
V03047,28.85,77.088912,Outer Delhi,Narela,Lampur Road,Active,50,2021-05-21,Government
V03048,28.707808,77.279068,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,75,2022-08-06,Government
V03049,28.83944,77.083721,Outer Delhi,Narela,Bawana Road,Active,15,2023-02-01,Government
V03050,28.682172,77.288257,North-East Delhi,Shahdara,Loni Road,Inactive,100,2024-04-05,Private
V03051,28.66,77.268565,North-East Delhi,Seelampur,Seelampur Main Road,Inactive,50,2022-07-22,Government
V03052,28.669639,77.26166,North-East Delhi,Seelampur,Gautam Puri Road,Active,75,2021-06-14,Government
V03053,28.672735,77.285194,North-East Delhi,Shahdara,Chhajjupur Road,Active,100,2021-11-18,Government
V03054,28.704452,77.270442,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,15,2021-10-02,Private
V03055,28.799742,77.034916,Outer Delhi,Bawana,Kanjhawala Road,Active,15,2022-03-23,Private
V03056,28.514497,77.198712,South Delhi,Saket,Mandir Marg,Active,100,2023-06-18,Government
V03057,28.531148,77.193703,South Delhi,Saket,Press Enclave Marg,Active,50,2023-07-03,Government
V03058,28.69691,77.258149,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,30,2024-10-19,Government
V03059,28.524055,77.209132,South Delhi,Saket,Press Enclave Marg,Active,100,2021-06-07,Government
V03060,28.531924,77.205401,South Delhi,Saket,Mandir Marg,Active,75,2021-01-13,Government
V03061,28.66,77.264065,North-East Delhi,Seelampur,Gautam Puri Road,Active,100,2024-08-17,Government
V03062,28.569314,77.239045,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,75,2024-06-07,Private
V03063,28.552867,77.238692,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Inactive,75,2024-05-27,Government
V03064,28.570648,77.247218,South Delhi,Lajpat Nagar,Ring Road,Active,50,2022-08-23,Government
V03065,28.73698,77.107082,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,30,2021-04-16,Government
V03066,28.690129,77.267616,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,100,2021-09-01,Government
V03067,28.5742,77.23854,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,75,2022-03-27,Government
V03068,28.706147,77.271197,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,100,2021-06-17,Government
V03069,28.518259,77.204536,South Delhi,Saket,Mandir Marg,Active,75,2024-11-10,Private
V03070,28.66,77.267045,North-East Delhi,Seelampur,Pushta Road,Inactive,15,2021-06-01,Government
V03071,28.85,77.098156,Outer Delhi,Narela,Bawana Road,Active,100,2022-04-04,Government
V03072,28.706955,77.26253,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,15,2023-03-22,Government
V03073,28.840943,77.091094,Outer Delhi,Narela,Bawana Road,Active,75,2021-09-07,Government
V03074,28.837505,77.096054,Outer Delhi,Narela,Bawana Road,Active,50,2021-03-01,Government
V03075,28.545478,77.204808,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,75,2021-12-13,Private
V03076,28.727809,77.11879,Outer Delhi,Rohini,Outer Ring Road,Active,75,2022-03-11,Government
V03077,28.515178,77.193939,South Delhi,Saket,Mandir Marg,Active,100,2022-11-22,Private
V03078,28.797249,77.052491,Outer Delhi,Bawana,Bawana Road,Active,100,2021-05-03,Private
V03079,28.513235,77.200406,South Delhi,Saket,Saket District Centre Road,Active,50,2022-06-11,Private
V03080,28.843839,77.103784,Outer Delhi,Narela,Narela Road,Active,15,2024-06-01,Private
V03081,28.796961,77.041426,Outer Delhi,Bawana,Kanjhawala Road,Active,15,2024-01-17,Government
V03082,28.834382,77.087037,Outer Delhi,Narela,Lampur Road,Active,75,2021-07-26,Private
V03083,28.66,77.269226,North-East Delhi,Seelampur,Seelampur Main Road,Active,75,2022-12-27,Government
V03084,28.672205,77.27833,North-East Delhi,Shahdara,Chhajjupur Road,Active,15,2021-02-11,Private
V03085,28.679881,77.28521,North-East Delhi,Shahdara,Grand Trunk Road,Active,15,2021-09-04,Government
V03086,28.784958,77.026271,Outer Delhi,Bawana,Kanjhawala Road,Active,30,2023-06-03,Government
V03087,28.701509,77.279055,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Inactive,100,2022-12-29,Private
V03088,28.686563,77.271309,North-East Delhi,Shahdara,Chhajjupur Road,Active,50,2024-10-13,Government
V03089,28.716617,77.107912,Outer Delhi,Rohini,Outer Ring Road,Active,30,2025-02-02,Private
V03090,28.69329,77.296341,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,100,2022-01-24,Private
V03091,28.705167,77.264655,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,50,2024-10-24,Government
V03092,28.671088,77.26639,North-East Delhi,Seelampur,Pushta Road,Active,30,2024-12-27,Government
V03093,28.728917,77.103635,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,100,2023-02-25,Government
V03094,28.668126,77.26708,North-East Delhi,Seelampur,Pushta Road,Active,75,2022-11-04,Private
V03095,28.562818,77.231307,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,100,2022-08-24,Private
V03096,28.524507,77.204794,South Delhi,Saket,Saket District Centre Road,Active,75,2023-05-14,Government
V03097,28.840045,77.103148,Outer Delhi,Narela,Bawana Road,Active,30,2021-01-25,Private
V03098,28.525885,77.207356,South Delhi,Saket,Saket District Centre Road,Active,75,2022-11-17,Government
V03099,28.839131,77.088404,Outer Delhi,Narela,Narela Road,Inactive,30,2024-08-31,Government
V03100,28.667839,77.279273,North-East Delhi,Seelampur,Gautam Puri Road,Active,75,2021-12-02,Government
V03101,28.528691,77.201208,South Delhi,Saket,Saket District Centre Road,Active,50,2021-08-22,Government
V03102,28.566378,77.209243,South Delhi,Hauz Khas,Sri Aurobindo Marg,Active,50,2022-04-05,Private
V03103,28.842663,77.094385,Outer Delhi,Narela,Lampur Road,Active,15,2023-11-23,Private
V03104,28.672251,77.283165,North-East Delhi,Shahdara,Loni Road,Inactive,50,2022-09-09,Government
V03105,28.663388,77.275677,North-East Delhi,Seelampur,Seelampur Main Road,Active,75,2023-06-15,Government
V03106,28.838747,77.101033,Outer Delhi,Narela,Narela Road,Active,50,2022-12-08,Government
V03107,28.804218,77.017086,Outer Delhi,Bawana,Auchandi Road,Active,100,2022-03-19,Government
V03108,28.684743,77.284856,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,100,2024-07-26,Private
V03109,28.570716,77.238286,South Delhi,Lajpat Nagar,Ring Road,Active,100,2022-08-16,Government
V03110,28.517073,77.215184,South Delhi,Saket,Press Enclave Marg,Active,75,2024-09-01,Government
V03111,28.731137,77.105984,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,100,2024-04-29,Government
V03112,28.6683,77.283715,North-East Delhi,Shahdara,Loni Road,Active,75,2023-09-23,Government
V03113,28.540484,77.217057,South Delhi,Hauz Khas,Sri Aurobindo Marg,Active,30,2023-11-30,Government
V03114,28.699797,77.273642,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,50,2022-04-14,Government
V03115,28.565182,77.241324,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,30,2023-08-25,Government
V03116,28.798391,77.0321,Outer Delhi,Bawana,Auchandi Road,Active,75,2023-07-21,Private
V03117,28.576488,77.23954,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,75,2024-12-25,Private
V03118,28.7287,77.111095,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,15,2024-08-26,Private
V03119,28.534018,77.205276,South Delhi,Saket,Press Enclave Marg,Active,100,2021-01-15,Government
V03120,28.847625,77.094987,Outer Delhi,Narela,Lampur Road,Active,75,2021-06-17,Government
V03121,28.528912,77.206053,South Delhi,Saket,Press Enclave Marg,Active,30,2023-08-27,Government
V03122,28.67402,77.265418,North-East Delhi,Seelampur,Gautam Puri Road,Active,50,2024-05-31,Private
V03123,28.660632,77.260852,North-East Delhi,Seelampur,Seelampur Main Road,Active,75,2023-02-28,Private
V03124,28.567787,77.245007,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,15,2021-08-27,Private
V03125,28.558583,77.248931,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,15,2024-11-24,Private
V03126,28.686052,77.270639,North-East Delhi,Shahdara,Loni Road,Active,50,2022-12-25,Private
V03127,28.79078,77.033329,Outer Delhi,Bawana,Bawana Road,Active,100,2023-03-05,Private
V03128,28.565987,77.228049,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,100,2022-08-23,Government
V03129,28.661903,77.291055,North-East Delhi,Shahdara,Loni Road,Active,50,2024-05-17,Government
V03130,28.694168,77.28337,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,15,2023-05-11,Government
V03131,28.561697,77.24827,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,100,2024-08-09,Government
V03132,28.69272,77.271329,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,75,2023-12-23,Private
V03133,28.681203,77.274913,North-East Delhi,Shahdara,Grand Trunk Road,Active,30,2023-07-28,Private
V03134,28.660972,77.3,North-East Delhi,Shahdara,Grand Trunk Road,Active,15,2021-06-04,Private
V03135,28.676423,77.291024,North-East Delhi,Shahdara,Loni Road,Active,100,2021-10-22,Government
V03136,28.701684,77.271498,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,30,2021-12-03,Private
V03137,28.569659,77.233773,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,30,2024-04-07,Government
V03138,28.532923,77.214179,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,15,2021-10-16,Government
V03139,28.790774,77.031139,Outer Delhi,Bawana,Kanjhawala Road,Active,15,2021-06-21,Private
V03140,28.661882,77.239982,North-East Delhi,Seelampur,Seelampur Main Road,Inactive,50,2022-10-12,Private
V03141,28.572598,77.243388,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,75,2024-05-30,Private
V03142,28.67436,77.271874,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,30,2021-02-08,Private
V03143,28.661485,77.277833,North-East Delhi,Shahdara,Chhajjupur Road,Active,75,2021-05-28,Government
V03144,28.54227,77.211855,South Delhi,Hauz Khas,August Kranti Marg,Active,75,2021-09-06,Government
V03145,28.847541,77.091503,Outer Delhi,Narela,Narela Road,Active,15,2023-07-16,Government
V03146,28.536511,77.201843,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,100,2023-06-22,Private
V03147,28.669957,77.287339,North-East Delhi,Shahdara,Grand Trunk Road,Active,100,2024-09-11,Government
V03148,28.66,77.256222,North-East Delhi,Seelampur,Seelampur Main Road,Active,75,2022-12-02,Government
V03149,28.577521,77.241257,South Delhi,Lajpat Nagar,Ring Road,Active,15,2021-06-13,Government
V03150,28.705435,77.267146,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,50,2021-10-23,Private
V03151,28.731006,77.119703,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Inactive,100,2023-07-09,Government
V03152,28.577388,77.232846,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,75,2021-12-02,Private
V03153,28.839468,77.089805,Outer Delhi,Narela,Lampur Road,Active,15,2023-10-28,Government
V03154,28.567519,77.244218,South Delhi,Lajpat Nagar,Ring Road,Active,50,2022-10-23,Private
V03155,28.542729,77.205789,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,30,2022-12-21,Private
V03156,28.834781,77.088549,Outer Delhi,Narela,Lampur Road,Active,100,2024-05-22,Government
