light_id,latitude,longitude,district,area_name,road_name,light_status,brightness_level,installation_date,last_maintenance
L05903,28.56278,77.242756,South Delhi,Lajpat Nagar,Ring Road,Working,71,2022-09-18,2026-01-16
L05904,28.665121,77.26588,North-East Delhi,Seelampur,Gautam Puri Road,Working,84,2022-06-09,2026-06-03
L05905,28.73642,77.105647,Outer Delhi,Rohini,Outer Ring Road,Working,98,2020-01-22,2026-06-22
L05906,28.560694,77.259086,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,94,2022-07-01,2026-01-17
L05907,28.528809,77.200508,South Delhi,Saket,Saket District Centre Road,Working,95,2021-11-08,2026-01-31
L05908,28.801513,77.026923,Outer Delhi,Bawana,Auchandi Road,Faulty,22,2021-05-24,2026-06-11
L05909,28.66,77.275154,North-East Delhi,Seelampur,Pushta Road,Working,91,2023-12-30,2026-05-20
L05910,28.722084,77.11361,Outer Delhi,Rohini,Outer Ring Road,Working,87,2020-12-15,2026-03-01
L05911,28.538047,77.211696,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,74,2024-03-19,2026-06-03
L05912,28.721343,77.096955,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,91,2021-07-17,2026-04-07
L05913,28.523688,77.209646,South Delhi,Saket,Saket District Centre Road,Working,88,2021-05-22,2026-03-18
L05914,28.800415,77.025299,Outer Delhi,Bawana,Bawana Road,Working,84,2022-09-04,2026-07-06
L05915,28.66,77.270168,North-East Delhi,Seelampur,Seelampur Main Road,Working,84,2021-05-12,2026-07-10
L05916,28.664318,77.266925,North-East Delhi,Seelampur,Gautam Puri Road,Working,88,2024-03-20,2026-06-27
L05917,28.670793,77.283383,North-East Delhi,Shahdara,Grand Trunk Road,Working,78,2023-03-14,2026-06-02
L05918,28.512276,77.219075,South Delhi,Saket,Saket District Centre Road,Working,96,2021-10-08,2026-03-11
L05919,28.678267,77.277098,North-East Delhi,Shahdara,Grand Trunk Road,Working,80,2023-12-12,2026-06-03
L05920,28.523574,77.21108,South Delhi,Saket,Press Enclave Marg,Working,74,2021-04-08,2026-05-18
L05921,28.520593,77.215097,South Delhi,Saket,Mandir Marg,Working,71,2020-03-05,2026-05-27
L05922,28.560003,77.245992,South Delhi,Lajpat Nagar,Ring Road,Working,87,2021-12-09,2026-04-08
L05923,28.684278,77.274132,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,100,2020-11-04,2026-07-10
L05924,28.533362,77.211651,South Delhi,Hauz Khas,August Kranti Marg,Working,99,2022-08-17,2026-06-04
L05925,28.712315,77.279213,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,94,2023-07-20,2026-04-10
L05926,28.791427,77.031977,Outer Delhi,Bawana,Kanjhawala Road,Working,87,2024-06-18,2026-05-31
L05927,28.711594,77.268863,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,78,2022-01-15,2026-01-19
L05928,28.684608,77.276213,North-East Delhi,Shahdara,Chhajjupur Road,Working,89,2021-12-17,2026-03-07
L05929,28.843645,77.088729,Outer Delhi,Narela,Lampur Road,Working,94,2023-02-11,2026-05-21
L05930,28.667602,77.286196,North-East Delhi,Shahdara,Grand Trunk Road,Working,73,2020-05-16,2026-04-03
L05931,28.695068,77.276008,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,72,2022-07-08,2026-03-15
L05932,28.673217,77.257643,North-East Delhi,Seelampur,Pushta Road,Working,71,2020-10-15,2026-06-24
L05933,28.690914,77.269002,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,98,2024-05-06,2026-05-14
L05934,28.574456,77.242935,South Delhi,Lajpat Nagar,Ring Road,Working,100,2020-12-13,2026-03-05
L05935,28.519945,77.195077,South Delhi,Saket,Mandir Marg,Working,82,2021-09-22,2026-06-18
L05936,28.712449,77.108,Outer Delhi,Rohini,Outer Ring Road,Working,73,2020-08-09,2026-05-27
L05937,28.539135,77.209957,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,95,2021-03-09,2026-03-24
L05938,28.83349,77.099592,Outer Delhi,Narela,Lampur Road,Working,74,2021-06-06,2026-06-19
L05939,28.72465,77.112342,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,70,2023-04-21,2026-06-09
L05940,28.528958,77.200477,South Delhi,Saket,Mandir Marg,Working,86,2023-10-23,2026-04-15
L05941,28.542783,77.21179,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,76,2024-08-02,2026-01-23
L05942,28.85,77.09927,Outer Delhi,Narela,Narela Road,Working,83,2024-05-26,2026-03-01
L05943,28.548347,77.241506,South Delhi,Lajpat Nagar,Ring Road,Working,84,2020-05-10,2026-01-27
L05944,28.553932,77.199647,South Delhi,Hauz Khas,August Kranti Marg,Working,98,2023-07-23,2026-02-11
L05945,28.560998,77.254947,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,82,2023-04-30,2026-06-01
L05946,28.53823,77.202139,South Delhi,Saket,Press Enclave Marg,Working,98,2020-09-18,2026-02-25
L05947,28.661876,77.268637,North-East Delhi,Seelampur,Seelampur Main Road,Working,72,2023-07-09,2026-03-16
L05948,28.540672,77.201757,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,72,2020-09-26,2026-03-12
L05949,28.839471,77.085249,Outer Delhi,Narela,Narela Road,Working,83,2022-03-06,2026-03-31
L05950,28.833971,77.095982,Outer Delhi,Narela,Narela Road,Working,76,2020-07-22,2026-04-29
L05951,28.663409,77.272494,North-East Delhi,Seelampur,Seelampur Main Road,Working,100,2023-04-19,2026-02-24
L05952,28.567958,77.251697,South Delhi,Lajpat Nagar,Ring Road,Working,87,2022-04-06,2026-03-05
L05953,28.66,77.256561,North-East Delhi,Seelampur,Pushta Road,Working,74,2021-05-03,2026-04-25
L05954,28.551214,77.217029,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,94,2024-09-10,2026-06-03
L05955,28.579169,77.246883,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,80,2021-01-04,2026-04-09
L05956,28.53768,77.203794,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,98,2021-04-28,2026-02-09
L05957,28.548206,77.211153,South Delhi,Hauz Khas,August Kranti Marg,Working,75,2021-04-02,2026-02-10
L05958,28.519106,77.202627,South Delhi,Saket,Press Enclave Marg,Working,82,2023-05-27,2026-06-16
L05959,28.664694,77.271995,North-East Delhi,Seelampur,Gautam Puri Road,Working,73,2023-04-11,2026-03-17
L05960,28.547736,77.21718,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,81,2020-08-15,2026-01-15
L05961,28.539597,77.207994,South Delhi,Saket,Saket District Centre Road,Working,82,2021-09-07,2026-06-28
L05962,28.835647,77.085146,Outer Delhi,Narela,Bawana Road,Working,94,2021-08-08,2026-01-14
L05963,28.56974,77.239137,South Delhi,Lajpat Nagar,Ring Road,Working,98,2024-10-25,2026-03-11
L05964,28.553008,77.19217,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,100,2020-08-28,2026-02-17
L05965,28.55003,77.202505,South Delhi,Hauz Khas,August Kranti Marg,Working,82,2022-04-15,2026-05-15
L05966,28.660594,77.259759,North-East Delhi,Seelampur,Seelampur Main Road,Working,81,2024-11-27,2026-03-11
L05967,28.577722,77.239744,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,76,2021-03-27,2026-06-07
L05968,28.669167,77.295748,North-East Delhi,Shahdara,Grand Trunk Road,Working,94,2022-10-10,2026-02-28
L05969,28.847451,77.088187,Outer Delhi,Narela,Bawana Road,Working,78,2023-04-26,2026-01-23
L05970,28.66,77.270169,North-East Delhi,Seelampur,Seelampur Main Road,Working,75,2023-06-14,2026-04-07
L05971,28.569014,77.238134,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,91,2021-04-29,2026-07-02
L05972,28.526689,77.202164,South Delhi,Saket,Saket District Centre Road,Working,97,2023-09-15,2026-05-14
L05973,28.668672,77.3,North-East Delhi,Shahdara,Grand Trunk Road,Working,98,2020-12-26,2026-02-01
L05974,28.551454,77.20894,South Delhi,Hauz Khas,August Kranti Marg,Working,86,2020-07-28,2026-06-11
L05975,28.841961,77.107032,Outer Delhi,Narela,Lampur Road,Working,76,2024-08-07,2026-06-25
L05976,28.531419,77.207124,South Delhi,Saket,Saket District Centre Road,Working,78,2024-07-06,2026-03-16
L05977,28.686438,77.291229,North-East Delhi,Shahdara,Loni Road,Working,92,2022-02-05,2026-06-19
L05978,28.66561,77.295272,North-East Delhi,Shahdara,Loni Road,Working,75,2021-11-07,2026-02-15
L05979,28.679027,77.289151,North-East Delhi,Shahdara,Loni Road,Faulty,3,2020-07-29,2026-04-13
L05980,28.580303,77.235954,South Delhi,Lajpat Nagar,Ring Road,Working,88,2024-04-11,2026-01-23
L05981,28.728949,77.116647,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,76,2021-03-21,2026-06-30
L05982,28.512044,77.211741,South Delhi,Saket,Mandir Marg,Working,92,2023-01-24,2026-07-02
L05983,28.569057,77.238643,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,96,2021-04-09,2026-01-11
L05984,28.552258,77.200308,South Delhi,Hauz Khas,Sri Aurobindo Marg,Faulty,11,2021-03-26,2026-03-21
L05985,28.577991,77.244841,South Delhi,Lajpat Nagar,Ring Road,Working,95,2020-04-14,2026-01-12
L05986,28.524308,77.213144,South Delhi,Saket,Press Enclave Marg,Working,87,2021-01-12,2026-03-14
L05987,28.547623,77.233578,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,90,2023-04-29,2026-01-28
L05988,28.803999,77.031041,Outer Delhi,Bawana,Auchandi Road,Working,78,2020-01-05,2026-02-06
L05989,28.834354,77.093023,Outer Delhi,Narela,Lampur Road,Working,71,2020-06-27,2026-02-18
L05990,28.66,77.287997,North-East Delhi,Seelampur,Pushta Road,Working,78,2021-12-11,2026-04-17
L05991,28.540675,77.213559,South Delhi,Hauz Khas,August Kranti Marg,Working,81,2021-09-28,2026-07-04
L05992,28.837029,77.083465,Outer Delhi,Narela,Lampur Road,Working,77,2021-11-01,2026-03-18
L05993,28.733653,77.103188,Outer Delhi,Rohini,Outer Ring Road,Working,100,2021-10-09,2026-03-25
L05994,28.807616,77.032502,Outer Delhi,Bawana,Kanjhawala Road,Working,89,2024-09-02,2026-06-03
L05995,28.728532,77.107365,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,83,2024-09-20,2026-06-22
L05996,28.66979,77.282693,North-East Delhi,Shahdara,Grand Trunk Road,Working,86,2021-02-08,2026-03-16
L05997,28.803069,77.030649,Outer Delhi,Bawana,Kanjhawala Road,Working,94,2021-10-09,2026-02-23
L05998,28.552437,77.204746,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,74,2022-09-16,2026-04-01
L05999,28.841259,77.086692,Outer Delhi,Narela,Narela Road,Working,72,2022-08-30,2026-03-23
L06000,28.665837,77.3,North-East Delhi,Shahdara,Grand Trunk Road,Working,72,2023-04-18,2026-06-05
L06001,28.719537,77.125016,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,89,2020-12-20,2026-04-20
L06002,28.684005,77.264282,North-East Delhi,Seelampur,Seelampur Main Road,Working,92,2023-01-19,2026-05-27
L06003,28.537439,77.200445,South Delhi,Saket,Mandir Marg,Working,83,2024-11-01,2026-06-18
L06004,28.540597,77.227408,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,100,2020-04-28,2026-02-06
L06005,28.71706,77.098293,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,99,2023-02-12,2026-06-21
L06006,28.66,77.25768,North-East Delhi,Seelampur,Gautam Puri Road,Working,81,2022-06-12,2026-03-12
L06007,28.544145,77.206989,South Delhi,Hauz Khas,August Kranti Marg,Working,82,2022-01-16,2026-02-04
L06008,28.539633,77.19655,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,94,2021-11-15,2026-02-15
L06009,28.844697,77.093405,Outer Delhi,Narela,Lampur Road,Working,82,2020-08-24,2026-04-04
L06010,28.702087,77.262298,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,84,2024-10-18,2026-04-07
L06011,28.727793,77.116208,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,80,2023-02-04,2026-02-18
L06012,28.551707,77.201674,South Delhi,Hauz Khas,August Kranti Marg,Working,95,2022-10-14,2026-02-03
L06013,28.535693,77.199803,South Delhi,Saket,Saket District Centre Road,Working,90,2024-04-03,2026-01-28
L06014,28.555019,77.207443,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,88,2023-12-11,2026-06-12
L06015,28.544932,77.213825,South Delhi,Hauz Khas,August Kranti Marg,Working,83,2023-02-23,2026-05-11
L06016,28.678722,77.288456,North-East Delhi,Shahdara,Loni Road,Working,95,2024-01-27,2026-02-20
L06017,28.545291,77.225222,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,70,2022-02-05,2026-06-30
L06018,28.725152,77.116454,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,84,2020-09-21,2026-01-25
L06019,28.551372,77.190891,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,91,2024-02-10,2026-06-28
L06020,28.517463,77.2019,South Delhi,Saket,Mandir Marg,Working,78,2024-08-25,2026-02-22
L06021,28.740947,77.123601,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,78,2023-11-23,2026-01-23
L06022,28.532125,77.216615,South Delhi,Saket,Saket District Centre Road,Working,98,2020-11-29,2026-03-13
L06023,28.533632,77.211274,South Delhi,Hauz Khas,August Kranti Marg,Working,78,2020-09-23,2026-03-19
L06024,28.66,77.271559,North-East Delhi,Seelampur,Pushta Road,Working,77,2024-11-14,2026-04-26
L06025,28.846598,77.095105,Outer Delhi,Narela,Lampur Road,Working,76,2023-06-16,2026-02-17
L06026,28.718857,77.113906,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,93,2023-08-11,2026-02-03
L06027,28.718237,77.101385,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,80,2023-01-19,2026-05-09
L06028,28.663763,77.292221,North-East Delhi,Shahdara,Grand Trunk Road,Working,95,2022-11-15,2026-01-31
L06029,28.687486,77.273646,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,100,2024-03-07,2026-01-12
L06030,28.543386,77.205264,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,80,2020-10-11,2026-04-08
L06031,28.669725,77.279683,North-East Delhi,Shahdara,Grand Trunk Road,Working,95,2024-03-18,2026-04-03
L06032,28.798748,77.030438,Outer Delhi,Bawana,Bawana Road,Working,93,2020-10-14,2026-05-22
L06033,28.556687,77.249821,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,73,2021-06-13,2026-03-27
L06034,28.806706,77.034568,Outer Delhi,Bawana,Bawana Road,Working,85,2023-07-31,2026-03-27
L06035,28.528704,77.202123,South Delhi,Saket,Saket District Centre Road,Working,100,2021-05-21,2026-05-22
L06036,28.525759,77.208918,South Delhi,Saket,Press Enclave Marg,Working,84,2021-04-29,2026-03-26
L06037,28.563305,77.234702,South Delhi,Lajpat Nagar,Ring Road,Working,86,2024-01-16,2026-06-11
L06038,28.546662,77.208853,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,75,2020-07-30,2026-06-23
L06039,28.529966,77.209659,South Delhi,Saket,Mandir Marg,Working,86,2024-06-28,2026-04-30
L06040,28.819466,77.051448,Outer Delhi,Bawana,Auchandi Road,Working,74,2023-01-31,2026-03-13
L06041,28.680865,77.26112,North-East Delhi,Seelampur,Pushta Road,Working,73,2021-06-21,2026-01-11
L06042,28.801336,77.029324,Outer Delhi,Bawana,Auchandi Road,Working,91,2024-07-20,2026-02-16
L06043,28.669161,77.29582,North-East Delhi,Shahdara,Loni Road,Working,89,2022-09-08,2026-02-19
L06044,28.733479,77.1049,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,96,2023-07-30,2026-06-22
L06045,28.793579,77.041388,Outer Delhi,Bawana,Kanjhawala Road,Working,70,2020-08-08,2026-06-26
L06046,28.675268,77.255626,North-East Delhi,Seelampur,Pushta Road,Working,78,2021-07-29,2026-03-31
L06047,28.798906,77.022583,Outer Delhi,Bawana,Bawana Road,Working,73,2020-06-10,2026-03-28
L06048,28.660241,77.256778,North-East Delhi,Seelampur,Pushta Road,Working,86,2020-03-10,2026-07-03
L06049,28.671767,77.2683,North-East Delhi,Seelampur,Seelampur Main Road,Working,93,2023-04-13,2026-05-08
L06050,28.535274,77.206973,South Delhi,Saket,Press Enclave Marg,Working,97,2020-10-13,2026-04-20
L06051,28.792316,77.032543,Outer Delhi,Bawana,Auchandi Road,Working,82,2024-11-22,2026-02-05
L06052,28.539656,77.221459,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,88,2020-12-07,2026-04-29
L06053,28.798439,77.032226,Outer Delhi,Bawana,Kanjhawala Road,Working,97,2020-03-10,2026-02-11
L06054,28.842653,77.085879,Outer Delhi,Narela,Bawana Road,Working,83,2024-08-24,2026-01-23
L06055,28.799762,77.026615,Outer Delhi,Bawana,Auchandi Road,Working,74,2024-09-13,2026-06-21
L06056,28.664477,77.271154,North-East Delhi,Seelampur,Pushta Road,Working,77,2023-01-23,2026-06-09
L06057,28.516384,77.208943,South Delhi,Saket,Saket District Centre Road,Working,86,2023-09-28,2026-02-23
L06058,28.568844,77.236189,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,71,2024-01-28,2026-02-21
L06059,28.849569,77.091427,Outer Delhi,Narela,Lampur Road,Working,78,2024-02-21,2026-05-18
L06060,28.665227,77.269087,North-East Delhi,Seelampur,Seelampur Main Road,Working,85,2023-10-27,2026-03-18
L06061,28.535687,77.202515,South Delhi,Hauz Khas,August Kranti Marg,Working,95,2024-10-06,2026-06-13
L06062,28.681333,77.267185,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,82,2020-06-14,2026-06-21
L06063,28.734424,77.111359,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,85,2021-02-08,2026-05-05
L06064,28.704691,77.256546,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,74,2023-04-01,2026-05-03
L06065,28.513914,77.212036,South Delhi,Saket,Saket District Centre Road,Working,92,2022-03-25,2026-06-02
L06066,28.829718,77.088927,Outer Delhi,Narela,Bawana Road,Working,77,2021-11-29,2026-01-31
L06067,28.70506,77.279767,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,96,2024-01-09,2026-05-04
L06068,28.727611,77.119821,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,91,2023-03-28,2026-07-06
L06069,28.832249,77.092328,Outer Delhi,Narela,Lampur Road,Working,71,2020-03-18,2026-04-08
L06070,28.672798,77.282846,North-East Delhi,Seelampur,Pushta Road,Working,87,2021-01-02,2026-03-22
L06071,28.579383,77.234286,South Delhi,Lajpat Nagar,Ring Road,Working,74,2020-01-22,2026-03-13
L06072,28.809586,77.033986,Outer Delhi,Bawana,Kanjhawala Road,Working,70,2021-04-09,2026-04-03
L06073,28.797732,77.019093,Outer Delhi,Bawana,Auchandi Road,Working,92,2024-03-28,2026-02-04
L06074,28.669188,77.280428,North-East Delhi,Shahdara,Chhajjupur Road,Working,95,2020-04-23,2026-02-07
L06075,28.694969,77.274232,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,84,2022-10-05,2026-02-22
L06076,28.697327,77.28005,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,99,2021-03-06,2026-05-05
L06077,28.565011,77.239744,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,88,2024-02-24,2026-04-25
L06078,28.66,77.259126,North-East Delhi,Seelampur,Pushta Road,Working,95,2020-03-02,2026-05-30
L06079,28.531783,77.215937,South Delhi,Saket,Mandir Marg,Working,77,2023-03-23,2026-06-20
L06080,28.536509,77.21495,South Delhi,Saket,Press Enclave Marg,Faulty,29,2022-07-08,2026-06-06
L06081,28.810042,77.040617,Outer Delhi,Bawana,Auchandi Road,Working,81,2020-09-22,2026-03-04
L06082,28.810883,77.044576,Outer Delhi,Bawana,Kanjhawala Road,Working,85,2022-07-25,2026-03-09
L06083,28.537097,77.212497,South Delhi,Hauz Khas,August Kranti Marg,Working,80,2022-12-16,2026-04-07
L06084,28.7144,77.123804,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,80,2020-12-19,2026-03-20
L06085,28.5472,77.210396,South Delhi,Hauz Khas,August Kranti Marg,Working,71,2020-02-25,2026-04-17
L06086,28.72844,77.123647,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,95,2021-10-14,2026-02-08
L06087,28.717049,77.276618,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,70,2022-07-14,2026-06-30
L06088,28.526623,77.2136,South Delhi,Saket,Press Enclave Marg,Working,71,2022-07-13,2026-05-26
L06089,28.58199,77.254923,South Delhi,Lajpat Nagar,Ring Road,Working,81,2023-11-26,2026-06-03
L06090,28.573571,77.243045,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,74,2020-02-26,2026-02-21
L06091,28.791601,77.025269,Outer Delhi,Bawana,Auchandi Road,Working,78,2024-07-22,2026-03-23
L06092,28.824927,77.095649,Outer Delhi,Narela,Narela Road,Working,80,2024-07-06,2026-02-22
L06093,28.724392,77.117554,Outer Delhi,Rohini,Outer Ring Road,Working,77,2021-08-23,2026-03-16
L06094,28.734409,77.121389,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,71,2021-04-06,2026-05-20
L06095,28.666044,77.269984,North-East Delhi,Seelampur,Seelampur Main Road,Working,94,2020-05-10,2026-02-15
L06096,28.85,77.099874,Outer Delhi,Narela,Narela Road,Working,77,2023-04-05,2026-05-05
L06097,28.78872,77.02846,Outer Delhi,Bawana,Auchandi Road,Working,72,2022-01-30,2026-06-30
L06098,28.517627,77.198526,South Delhi,Saket,Mandir Marg,Working,71,2020-09-01,2026-05-13
L06099,28.666886,77.284735,North-East Delhi,Shahdara,Chhajjupur Road,Working,80,2023-10-14,2026-04-09
L06100,28.660988,77.268463,North-East Delhi,Seelampur,Seelampur Main Road,Working,76,2024-04-02,2026-04-06
L06101,28.662363,77.273164,North-East Delhi,Seelampur,Gautam Puri Road,Working,96,2021-12-02,2026-03-19
L06102,28.57552,77.245324,South Delhi,Lajpat Nagar,Ring Road,Working,70,2020-12-27,2026-04-19
L06103,28.662547,77.2656,North-East Delhi,Seelampur,Pushta Road,Working,97,2024-09-14,2026-05-18
L06104,28.694934,77.283149,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,72,2023-01-31,2026-05-04
L06105,28.520911,77.210564,South Delhi,Saket,Press Enclave Marg,Working,84,2024-05-31,2026-06-14
L06106,28.832798,77.091167,Outer Delhi,Narela,Bawana Road,Working,86,2023-05-05,2026-03-06
L06107,28.804611,77.044519,Outer Delhi,Bawana,Auchandi Road,Working,73,2023-11-27,2026-02-01
L06108,28.523538,77.203934,South Delhi,Saket,Mandir Marg,Faulty,2,2022-03-15,2026-02-12
L06109,28.703082,77.286177,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,88,2023-01-01,2026-03-17
L06110,28.708816,77.121198,Outer Delhi,Rohini,Outer Ring Road,Working,71,2023-02-12,2026-05-22
L06111,28.674287,77.29746,North-East Delhi,Shahdara,Grand Trunk Road,Working,71,2020-12-05,2026-04-30
L06112,28.661075,77.28788,North-East Delhi,Shahdara,Grand Trunk Road,Working,93,2021-06-15,2026-05-11
L06113,28.71999,77.118272,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,85,2023-12-30,2026-03-15
L06114,28.66,77.276078,North-East Delhi,Seelampur,Pushta Road,Working,94,2021-09-05,2026-07-01
L06115,28.664463,77.287349,North-East Delhi,Shahdara,Loni Road,Working,84,2024-04-18,2026-03-09
L06116,28.568243,77.235874,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,87,2022-08-28,2026-04-08
L06117,28.670745,77.28683,North-East Delhi,Shahdara,Loni Road,Working,84,2023-09-01,2026-04-23
L06118,28.667456,77.247663,North-East Delhi,Seelampur,Gautam Puri Road,Working,74,2022-12-21,2026-05-18
L06119,28.694425,77.280451,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,81,2024-08-14,2026-06-17
L06120,28.564299,77.243578,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,86,2023-04-23,2026-01-26
L06121,28.665405,77.265593,North-East Delhi,Seelampur,Gautam Puri Road,Working,76,2020-11-17,2026-06-28
L06122,28.56686,77.258077,South Delhi,Lajpat Nagar,Ring Road,Working,84,2021-02-16,2026-05-16
L06123,28.722571,77.105069,Outer Delhi,Rohini,Outer Ring Road,Working,76,2021-07-17,2026-04-17
L06124,28.66788,77.283965,North-East Delhi,Shahdara,Loni Road,Working,91,2020-10-12,2026-05-22
L06125,28.667843,77.267884,North-East Delhi,Seelampur,Seelampur Main Road,Working,77,2020-11-20,2026-02-06
L06126,28.72496,77.104381,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,76,2020-06-23,2026-06-04
L06127,28.85,77.088615,Outer Delhi,Narela,Narela Road,Working,96,2021-03-12,2026-04-30
L06128,28.674095,77.285669,North-East Delhi,Shahdara,Loni Road,Working,84,2021-01-05,2026-06-15
L06129,28.546417,77.199996,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,86,2024-01-02,2026-03-26
L06130,28.663291,77.277664,North-East Delhi,Seelampur,Pushta Road,Working,78,2021-12-26,2026-02-28
L06131,28.812914,77.024845,Outer Delhi,Bawana,Kanjhawala Road,Working,98,2024-10-24,2026-07-04
L06132,28.671043,77.3,North-East Delhi,Shahdara,Loni Road,Working,74,2023-02-04,2026-05-24
L06133,28.713654,77.28038,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,71,2024-01-04,2026-05-10
L06134,28.573034,77.24745,South Delhi,Lajpat Nagar,Ring Road,Working,83,2022-04-03,2026-04-26
L06135,28.782229,77.032218,Outer Delhi,Bawana,Kanjhawala Road,Working,94,2023-11-14,2026-02-28
L06136,28.703916,77.274385,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,79,2021-03-01,2026-05-06
L06137,28.569367,77.242926,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,91,2023-04-09,2026-06-01
L06138,28.840202,77.087275,Outer Delhi,Narela,Narela Road,Faulty,17,2023-03-03,2026-03-11
L06139,28.717157,77.284806,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,98,2024-11-28,2026-03-29
L06140,28.53048,77.219897,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,72,2022-04-17,2026-03-25
L06141,28.686146,77.266472,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,71,2020-06-03,2026-06-25
L06142,28.561966,77.225312,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,78,2024-01-16,2026-02-22
L06143,28.844487,77.095401,Outer Delhi,Narela,Lampur Road,Working,92,2020-12-11,2026-06-03
L06144,28.85,77.090498,Outer Delhi,Narela,Bawana Road,Working,85,2021-05-01,2026-02-19
L06145,28.71553,77.118542,Outer Delhi,Rohini,Outer Ring Road,Working,91,2020-01-03,2026-02-18
L06146,28.797467,77.03181,Outer Delhi,Bawana,Kanjhawala Road,Working,76,2021-05-30,2026-06-17
L06147,28.662003,77.298308,North-East Delhi,Shahdara,Grand Trunk Road,Working,79,2023-12-02,2026-03-25
L06148,28.687526,77.297574,North-East Delhi,Shahdara,Chhajjupur Road,Working,80,2021-06-17,2026-03-08
L06149,28.530258,77.203362,South Delhi,Saket,Saket District Centre Road,Working,75,2024-05-05,2026-05-08
